24.591298,75.349973
26.343242,74.955079
25.676838,74.377511
25.392274,73.708566
24.665644,75.961173
26.25282,76.176981
28.253112,76.401875
28.18887,73.824474
26.745788,73.185876
27.727946,76.212804
27.736003,75.887907
25.843206,73.939209
25.798148,74.95246
26.517794,75.652218
26.578273,76.280599
26.538281,73.874221
27.144847,75.111102
28.256794,74.602188
25.926436,75.867556
24.749575,74.707886
26.445762,75.354011
25.487757,73.638334
24.670147,75.400082
24.938577,75.25637
25.650602,73.784584
25.682325,76.211156
27.116967,73.175192
25.767988,76.299509
27.256271,74.138014
26.362049,74.136855
26.77886,73.135563
24.910767,76.194268
25.998034,74.425416
24.727655,75.386951
24.642958,73.854201
26.448315,76.362024
25.706187,73.137972
25.494369,74.394124
26.948925,74.915195
25.570224,73.410716
26.899654,76.106255
27.713005,74.515422
27.763899,75.478853
24.832019,73.958954
24.798017,74.582075
26.71408,75.616205
25.731302,74.53003
24.863692,73.403196
25.430997,72.815577
27.232598,74.193071
27.314929,72.900181
26.199167,75.765598
27.589475,73.591631
25.931885,73.209989
26.567778,74.228503
27.944216,76.116676
25.65348,73.383849
25.109132,72.512894
24.624518,75.597622
25.562991,74.659627
26.45941,74.559744
28.236747,73.687402
27.715753,74.704053
26.657654,75.237535
24.986679,72.351757
24.850461,75.648733
27.465909,75.353373
26.804706,74.474176
27.220018,73.887469
25.835319,74.8156
26.17476,73.17217
26.352455,76.194122
24.720452,72.812699
26.234481,73.117971
26.116276,75.195349
28.299375,75.531662
27.675789,76.188499
25.566433,72.664012
25.12897,75.629982
24.990238,74.901961
24.75782,75.652854
25.896653,76.237839
26.591038,72.842647
27.594415,73.704975
25.266779,75.415074
25.666818,74.721387
25.860631,74.542831
25.478733,76.270557
28.147449,74.174612
24.651133,73.977342
25.43906,74.646851
26.513422,75.586212
27.917481,75.733012
26.151223,75.451545
28.120372,73.683535
25.909722,76.293358
24.90951,75.635053
27.800465,74.460625
25.699884,73.839478
25.558144,73.786405
25.616509,75.424372
25.137376,74.539815
27.164728,73.402128
25.827327,74.399295
26.756075,75.252338
26.947295,74.805431
24.976764,75.918958
26.159922,73.456544
25.99097,73.587513
26.765578,74.102032
26.307656,76.171254
27.630355,75.303284
25.386779,73.349548
26.466541,75.394635
26.384198,75.806647
27.820687,73.900841
27.639614,73.733881
25.863856,74.569889
27.459557,72.582201
26.76578,74.358871
28.142853,72.965785
26.231017,76.293805
26.57476,73.727265
26.269658,73.279014
26.980826,72.473227
25.216929,74.969803
26.966854,75.964385
24.917382,72.507877
24.573829,72.457675
24.894673,73.71109
25.706396,74.639726
28.284629,72.358824
27.590987,74.165808
27.742103,74.726487
27.348073,74.353079
27.312112,73.379407
26.644751,75.257812
27.734418,74.352319
27.350546,73.605218
25.568087,75.653557
25.851092,76.343112
27.594888,72.982884
25.579056,75.546697
26.666351,74.462562
27.679923,73.471638
26.523033,72.698278
27.359505,73.87086
25.652752,73.325222
26.714126,75.703216
27.970174,73.841687
25.619435,75.185532
28.124905,74.502178
26.863196,75.967667
27.413172,75.583016
24.600265,75.522931
24.731368,73.359328
25.566873,72.648151
25.189268,72.451469
26.33708,76.255687
27.783103,74.789827
25.133396,74.508917
26.52375,74.843205
27.677692,75.791714
28.203905,74.459306
27.394106,73.368061
26.622696,73.854839
26.641273,73.438524
26.508306,75.75669
27.526475,72.356817
27.643376,74.565754
24.724948,74.109646
26.451597,72.366746
25.15662,75.753658
26.763064,73.283748
25.736697,72.830112
27.752384,73.25896
27.152145,74.835433
27.365403,74.455602
26.778401,73.215792
25.436822,74.755504
27.606717,72.554668
27.249139,73.168303
27.83557,72.71591
25.591519,74.763405
27.149006,75.550848
26.761727,73.475142
27.6712,76.162161
26.507081,72.541219
26.289446,75.654945
25.456128,72.433826
27.314111,75.91259
27.38297,74.503168
25.205295,73.577506
26.347623,72.804537
25.840699,73.119615
25.577731,74.618796
25.723455,75.780758
27.310288,75.226595
27.451204,76.257622
25.588502,74.396866
27.460317,75.861313
28.335262,74.565698
24.751115,75.479468
25.148711,75.308926
27.302263,73.913914
25.634353,74.821852
27.560469,74.480516
24.625449,74.831247
27.965983,72.356243
25.687594,74.110797
27.879025,75.861221
24.826214,75.764363
25.552448,75.702085
27.871697,74.23868
28.157688,74.8696
27.348268,74.204779
26.135852,73.48651
27.478272,73.90096
27.921595,76.394589
27.358452,75.238995
25.735946,73.342105
24.867358,76.344497
25.645146,75.399793
25.257948,72.674605
25.675376,72.798586
25.953948,75.466395
27.475676,74.640851
26.560738,73.525148
24.644288,74.434938
27.799515,75.269827
26.321197,76.172661
27.937882,74.375968
26.135152,76.181601
25.416506,74.616283
25.78826,72.470607
28.324411,75.849462
28.109275,72.668018
25.728707,75.154571
24.705279,73.978326
27.867804,75.694215
26.757524,76.397498
24.966154,73.60463
26.671632,76.292342
25.605088,73.88655
25.621888,76.309298
28.280777,74.269579
27.447626,72.945497
27.169272,73.168496
26.286427,74.571396
28.198071,72.917101
27.735839,73.634384
28.24927,73.609287
26.390314,74.377962
27.743861,72.591557
25.840299,74.365535
26.617867,76.331287
27.640717,72.664213
27.683425,73.786307
26.754551,72.936284
25.820399,75.946593
27.983386,75.611282
27.903941,76.398809
25.768164,75.892706
26.963076,72.405365
27.685503,74.281606
27.179934,75.198724
27.889205,73.373135
27.497485,73.500599
24.920406,73.716377
25.153683,75.130939
26.775244,73.48487
27.185745,72.394596
24.757915,73.446891
27.777699,75.540887
25.572017,74.138423
27.490202,73.807861
27.652137,75.25427
24.754365,75.349538
26.598552,73.488043
24.925469,72.60998
27.94157,72.400536
26.638856,72.472238
27.540525,75.387593
25.221379,73.74932
25.428091,75.508511
24.656238,72.702386
25.839173,76.274627
25.23862,72.604086
26.643818,75.61647
27.329875,75.703211
28.119653,73.326903
25.163753,76.311326
26.344975,75.476897
27.213427,73.685698
27.723392,75.994677
26.124444,73.705439
26.646449,74.234616
27.912176,75.405756
27.337772,75.541705
26.558373,75.463519
24.617214,76.226764
27.627118,72.763616
27.251698,74.245812
25.69009,73.852477
25.866263,74.325672
26.21158,76.267504
26.649727,75.937354
27.83542,74.532049
25.112304,72.379201
26.188347,75.788901
24.701524,72.363238
25.343314,74.34637
25.43529,72.729621
24.576283,74.220719
25.545539,73.492859
24.704792,73.367468
27.406662,73.554846
28.204956,75.26106
25.306844,74.564378
25.259559,72.5473
24.935888,72.8652
25.679572,72.592007
26.551521,74.724034
27.406381,73.339233
25.579312,74.289099
25.703516,74.730448
27.33543,72.7049
27.982791,75.399931
26.980028,75.883419
26.397497,74.410401
24.993682,73.787591
25.279088,75.932963
26.746797,73.933778
24.995237,76.176909
26.869324,75.430037
24.695303,74.823618
25.739418,73.360915
25.129613,73.33915
27.580854,74.597446
28.216644,72.510353
28.152776,72.944987
26.458167,73.189111
25.135708,75.24586
25.238964,73.791565
26.72445,73.238623
25.283526,72.990806
26.361623,75.710466
25.74881,73.293646
24.977963,76.237046
24.64207,75.581562
25.675887,74.729938
28.123143,72.408381
27.570023,75.933726
26.852134,76.37017
27.265762,76.174836
27.649696,73.445482
25.975859,72.665811
25.547506,73.759729
27.787115,74.294228
27.215401,73.317339
27.376351,73.88884
25.902248,75.979559
25.230864,72.471523
26.344858,74.67697
27.311949,74.290654
24.800187,75.48752
26.793173,75.981446
28.172201,75.503842
26.356771,74.95075
27.199284,76.152688
26.794668,76.180364
24.679739,74.854238
26.329993,75.351554
26.623223,75.59786
26.735364,74.267178
26.767409,73.787851
27.74873,73.265544
27.175696,74.544896
26.324281,76.101062
26.471016,72.93905
25.115333,75.753995
28.29923,75.223663
27.554366,73.253524
24.841073,74.202221
25.824515,76.276655
28.236699,75.345534
24.776236,74.11831
25.417452,72.903177
27.621709,76.239768
25.771512,76.424473
25.385706,73.145926
26.554588,75.382458
27.937257,73.523922
25.900211,72.718918
26.423779,75.865682
27.869713,74.533771
24.885026,74.212771
28.253747,75.824954
27.911005,73.885502
27.349049,73.558322
24.7895,72.883005
25.794435,72.718407
25.439945,75.106705
24.816988,75.234283
26.699374,75.140846
27.327675,74.433586
25.898418,74.250199
26.847011,75.33237
28.317856,72.985736
25.169174,74.153263
26.97211,72.487675
25.248262,74.321711
27.701545,73.775098
26.972528,74.488951
25.88751,72.778651
28.15519,75.225326
27.884895,72.746857
26.648853,75.524918
26.670546,73.571754
27.7954,75.332285
28.226649,74.895298
27.331928,73.473496
25.206949,75.821112
25.36852,76.129693
26.343214,72.364007
24.617265,74.315322
25.16931,76.34023
27.752349,75.449237
26.807975,76.364143
27.990616,75.21808
26.976683,73.754976
27.145783,75.913167
27.664854,75.217022
